"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7FZ7TY3S","journalArticle","2013","Besson, Rémy; Hottin, Christian; Potin, Yann; Sablon du Corail, Amable","Archives et enjeux de société","Culture et recherche","","2116-5289","","https://lectures.revues.org/16070","Culture et Recherche, la revue du Ministère de la Culture et de la Communication, consacre un numéro aux liens entre « Archives et enjeux de société. » Celui-ci dresse un état de la question à travers quarante-sept courts textes rédigés à la suite d’un appel à contribution largement diffusé auprès des professionnels et des chercheurs du secteur (une première pour la revue). Le dossier se divise en trois parties où voisinent des écrits d’archivistes et de conservateurs, d’universitaires (docto...","2013","2021-06-17 19:58:04","2021-06-28 13:00:23","2016-03-29 22:56:59","84","","129","","","","","","","","","","","fr","© Lectures - Toute reproduction interdite sans autorisation explicite de la rédaction / Any replication is submitted to the authorization of the editors","","","","lectures.revues.org","","","","","","archives; société; Axe 3; Éditorialisation, humanités et cultures numériques","","","","","Hottin, Christian; Potin, Yann; Sablon du Corail, Amable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHM4L79A","journalArticle","2014","Besson, Rémy","Eléonore Challine, Laureline Meizel et Michel Poivert (dir.), L'expérience photographique","Lectures","","2116-5289","","https://lectures.revues.org/15683","Le sixième titre de la collection de l’École doctorale d’histoire de l’art de l’Université Paris 1 Panthéon-Sorbonne, Histo.art, fait le point sur les recherches actuelles portant sur la photographie. Une douzaine d’articles de doctorants ou de jeunes docteurs est réunie autour de quatre thèmes : les expérimentations techniques et plastiques, la pratique photographique comme expérience sociale, les tentatives d’institutionnalisation et, enfin, les usages et définitions de la photographie. En ...","2014-10-03","2021-06-17 19:58:04","2021-06-17 19:58:04","2016-03-29 22:57:07","","","","","","","","","","","","","","fr","© Lectures - Toute reproduction interdite sans autorisation explicite de la rédaction / Any replication is submitted to the authorization of the editors","","","","lectures.revues.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJFU7ZUZ","journalArticle","2014","Besson, Rémy","Josepha Laroche, La Grande Guerre au cinéma","Lectures","","2116-5289","","https://lectures.revues.org/15486","Dans La Grande Guerre au cinéma, Josepha Laroche, professeure à la Sorbonne, spécialiste des relations internationales, adopte une approche sociopolitique afin d’étudier un corpus de vingt films portant sur la Première Guerre mondiale. Membre fondateur du Centre d’études et de recherches transnationalistes (CERT), l’auteure a choisi de porter une vision pacifiste sur des films qui sont eux-mêmes considérés comme dénonçant les horreurs de la guerre. Elle les a classés en deux catégories : ceux...","2014-09-17","2021-06-17 19:58:04","2021-06-17 19:58:04","2016-03-29 22:57:17","","","","","","","","","","","","","","fr","© Lectures - Toute reproduction interdite sans autorisation explicite de la rédaction / Any replication is submitted to the authorization of the editors","","","","lectures.revues.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRBEZBHE","journalArticle","2014","Besson, Rémy; Allard, Creton; Odin, Roger","Téléphone mobile et création","Lectures","","2116-5289","","https://lectures.revues.org/15301","Téléphone mobile et création a moins pour sujet des œuvres conçues avec des portables que la manière dont les usages de cet objet transforment notre rapport quotidien à la créativité. Le choix guidant la rédaction de cet ouvrage collectif consiste ainsi à proposer une approche culturaliste de l’émergence de pratiques associées à une nouvelle technologie. La très large démocratisation d’un outil pouvant servir à la création, tel que le mobile, conduit en fait les auteurs réunis dans ce livre à...","2014-08-28","2021-06-17 19:58:04","2021-06-18 10:57:54","2016-03-29 22:57:25","","","","","","","","","","","","","","fr","© Lectures - Toute reproduction interdite sans autorisation explicite de la rédaction / Any replication is submitted to the authorization of the editors","","","","lectures.revues.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUI7L6VG","journalArticle","2014","Besson, Rémy","Jean-Paul Fourmentraux, L’œuvre virale, Net Art et culture Hacker","Lectures","","2116-5289","","https://lectures.revues.org/14273","Dans L’œuvre virale, le sociologue Jean-Paul Fourmentraux cherche à comprendre en quoi, depuis une vingtaine d’années, l’Internet a transformé les pratiques de certains artistes. Dans ce but, il s’intéresse principalement à des formes artistiques multimédias créées directement pour un partage en ligne. Le Net art – qui est tout à la fois un groupe d’artistes (1995-1998) et un mouvement plus général – est donc placé au centre de cet ouvrage, qui donne, dans sa dernière partie, la parole à quat...","2014-04-04","2021-06-17 19:58:04","2021-06-17 19:58:04","2016-03-29 22:57:48","","","","","","","","","","","","","","fr","© Lectures - Toute reproduction interdite sans autorisation explicite de la rédaction / Any replication is submitted to the authorization of the editors","","","","lectures.revues.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38684SI4","journalArticle","2014","Besson, Rémy","Fabrice d'Almeida, Denis Maréchal (dir.), L'histoire orale en questions","Lectures","","2116-5289","","https://lectures.revues.org/14078","Après une longue période d’absence (1880-1970), les sources orales ont progressivement repris leur place au sein de la boîte à outils des historiens français. La pratique de l’entretien est notamment apprise par les étudiants dès les premières années de leur cursus universitaire. L’usage d’enregistrements sonores produits par d’autres et à d’autres périodes est également intégré à l’enseignement. Cependant, l’histoire orale en tant que sous-discipline connaît les plus grandes difficultés à ac...","2014-03-24","2021-06-17 19:58:04","2021-06-17 19:58:04","2016-03-29 22:57:56","","","","","","","","","","","","","","fr","© Lectures - Toute reproduction interdite sans autorisation explicite de la rédaction / Any replication is submitted to the authorization of the editors","","","","lectures.revues.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6STV8IY","journalArticle","2014","Besson, Rémy","Delphine Bechtel et Luba Jurgenson (dir.), Le Tourisme mémoriel en Europe centrale et orientale","Lectures","","2116-5289","","https://lectures.revues.org/13980","Publié dans une collection intitulée, « Usages de la mémoire » (Éditions PETRA), l’ouvrage collectif dirigé par Delphine Bechtel et Luba Jurgenson se compose d’une douzaine de contributions s’articulant autour du thème du Tourisme mémoriel en Europe centrale et orientale. La notion de tourisme mémoriel est ici strictement définie comme concernant des séjours sur « des lieux avec lesquels on entretient un rapport biographique personnel (sic) fort, ces lieux sont aussi ceux d’une souffrance, d’...","2014-03-18","2021-06-17 19:58:04","2021-06-17 19:58:04","2016-03-29 22:58:03","","","","","","","","","","","","","","fr","© Lectures - Toute reproduction interdite sans autorisation explicite de la rédaction / Any replication is submitted to the authorization of the editors","","","","lectures.revues.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3GNQ5NKU","journalArticle","2014","Besson, Rémy","Dominique Briand, Le cinéma peut-il nous apprendre l’histoire de France ?","Lectures","","2116-5289","","https://lectures.revues.org/13751","Publié dans la collection « Ressources Formation » (Scérén-CRDP), Le cinéma peut-il nous apprendre l’histoire de France ? aborde des questions relatives aux usages sociaux des films en plaçant au centre de l’analyse les perceptions du passé partagées par les élèves. Pragmatique, Dominique Briand, professeur d’histoire à l’IUFM de Basse Normandie développe une analyse qui se situe à l’articulation entre une approche relevant du domaine de l’histoire par les films et une initiation à l’éducatio...","2014-02-25","2021-06-17 19:58:04","2021-06-17 19:58:04","2016-03-29 22:58:10","","","","","","","","","","","","","","fr","© Lectures - Toute reproduction interdite sans autorisation explicite de la rédaction / Any replication is submitted to the authorization of the editors","","","","lectures.revues.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MFP2CD4F","journalArticle","2014","Besson, Rémy","Simon Brook, Peter Brook. Sur un fil… (The Tightrope)","Lectures","","2116-5289","","https://lectures.revues.org/13617","Metteur en scène internationalement reconnu, Peter Brook n’accepte la présence d’aucun observateur lors des répétitions de ses pièces de théâtre. Pourtant, dès les premières secondes de Peter Brook. Sur un fil…, réalisé en 2012 par son fils, Simon Brook, il se trouve au milieu d’une quinzaine de comédiens assis dans un décor dépouillé de tout ornement. Il regarde, toujours attentif et patient. Il réagit au moindre mouvement. Il distille patiemment des conseils. Ce film documentaire porte donc...","2014-02-17","2021-06-17 19:58:04","2021-06-17 19:58:04","2016-03-29 22:58:17","","","","","","","","","","","","","","fr","© Lectures - Toute reproduction interdite sans autorisation explicite de la rédaction / Any replication is submitted to the authorization of the editors","","","","lectures.revues.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RA7VZSW7","journalArticle","2014","Besson, Rémy","Deniz Günce Demirhisa, Ilan Lew et Marina Repezza (dir.), « Mémoire collective, subjectivité et engagement », Émulations, n° 11","Lectures","","2116-5289","","https://lectures.revues.org/13197","Afin d’appréhender la notion de mémoire collective, la demi-douzaine de jeunes chercheurs dont les articles sont réunis dans le numéro 11 de la revue Émulations adoptent une méthode relevant du domaine de la socio-anthropologie des pratiques d’engagement. Présentant chacun des études de terrain qui s’inscrivent dans l’espace géographique Américain (du Canada au Brésil, en passant par les États-Unis, le Mexique, la Colombie et le Chili), ils abordent ainsi les actions menées aussi bien par des...","2014-01-10","2021-06-17 19:58:04","2021-06-17 19:58:04","2016-03-29 22:58:24","","","","","","","","","","","","","","fr","© Lectures - Toute reproduction interdite sans autorisation explicite de la rédaction / Any replication is submitted to the authorization of the editors","","","","lectures.revues.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKWH9UPW","journalArticle","2014","Besson, Rémy","Regard intermédial sur le devenir numérique des archives","Intermédialités : Histoire et théorie des arts, des lettres et des techniquesIntermediality : / History and Theory of the Arts, Literature and Technologies","","1920-3136","10.7202/1033342ar","http://id.erudit.org/iderudit/1033342ar","À travers l’étude d’un cas, le fonds de la troupe de théâtre yiddish Dora Wasserman, cet article porte sur la manière dont le numérique transforme les processus d’archivage et constitue un « contrepoint » au dossier thématique « Archiver/Archiving » paru dans Intermédialités no 18. La numérisation, phénomène d’abord technique, est appréhendée en plaçant au centre du questionnement les gestes archivistiques à la fois des personnes ayant manipulé les documents, de ceux qui les ont mis en archive et de ceux qui mettent en ligne ces traces du passé. Il s’agit de déterminer dans quelle mesure une forme d’archivage intermédiale peut permettre de rendre compte de l’imbrication entre ces trois gestes créateurs., Through a case-based analysis of the Dora Wasserman Yiddish Theatre Archival collection, this article focuses on the ways in which the digital age has transformed the archiving process and is a “counterpoint” to the “Archiver/Archiving” issue that has been published in Intermédialités no 18. Digitization, which is primarily understood as a technological phenomenon, is here framed by a focus on the archival actions or gestures of three key groups: those who made use of the documents now in the collection, those whose labour helped to create the archive, and those who put these traces of the past online. The aim of this paper is to determine to what extent an intermedial archiving process could help understand and account for the imbrication of these three creative practices.","2014","2021-06-17 19:58:04","2021-06-28 11:48:31","2016-03-29 23:01:36","","","23","","","","","","","","","","","fr","","","","","www.erudit.org","","Number: 23","","","","Archives numériques; intermédialité; Axe 4; Sémiotique, intermédialité et médiations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LWEYHWY5","journalArticle","2012","Besson, Rémy","Entre mémoire singulière et histoire du singulier : la double anamnèse de Michael Podchlebnik dans","Paroles gelées","","1094-7294","","http://escholarship.org/uc/item/2r70k7d3","Histoire et mémoire, témoignage et document, réalisateur et historien constituent autant de binômes dont les termes sont aujourd’hui encore plus souvent opposés que rapprochés. Dans le cadre de cet article, il s’agira de réfléchir à la manière dont les témoignages participent à l’écriture de l’histoire, ainsi qu’à la façon dont il est possible de faire l’histoire des propos tenus par les témoins. Cela conduira à considérer aussi bien la subversion de l’histoire proposée par des auteurs dits postmodernes, que la subversion de cette subversion par le philosophe Paul Ricœur. Pour résumer, on se demandera : comment l’historien peut-il intégrer le subjectif à son récit sans perdre de vue les attendus de sa discipline ? Et quel rôle l’historien peut-il occuper face au surgissement de la mémoire des acteurs de l’histoire ? Comment leur intégration à une forme filmique par un réalisateur peut-elle être interprétée ? Ces réflexions épistémologiques sont ici adossées à l’étude du cas particulier de l’entretien accordé en 1979 par Michael Podchlebnik – l’un des seuls survivants du Sonderkommando du camp d’extermination de Chelmno – à Claude Lanzmann pour Shoah. Pragmatiquement, cet exemple et l’analyse d’autres prises de parole du même survivant en 1945 et en 1961, conduisent à quelques gains d’intelligibilités dans la perspective d’une histoire du singulier prenant en compte la mémoire des individus.","2012-01-01","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-29 23:06:49","","","1","27","","","Entre mémoire singulière et histoire du singulier","","","","","","","","","","","","escholarship.org","","Number: 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P2DU4VJC","bookSection","2013","Besson, Rémy","Shoah, documentaire, œuvre d’art et fiction du réel","La Shoah: théâtre et cinéma aux limites de la représentation","","","","","","2013","2021-06-17 19:58:03","2021-06-17 19:58:03","","337-355","","","","","","","","","","","Kimé","Paris","fr","","","","","","","","","","","","","Kleinberger, Alain; Mesnard, Philippe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLLBC94H","journalArticle","2011","Besson, Rémy","Le Rapport Karski. Une voix qui résonne comme une source","Études photographiques","","1270-9050","","https://etudesphotographiques.revues.org/3178","En 1977, Claude Lanzmann et son équipe ont retrouvé le résistant polonais Jan Karski. Fin 1978, après plus de trente années de silence, Karski accepte d’être filmé à son domicile pendant deux jours. Dans Shoah (1985), Claude Lanzmann octroie trente-neuf minutes à ce témoignage. En 2010, le réalisateur a repris l’entretien original pour réaliser un nouveau film, Le Rapport Karski, diffusé sur la chaîne franco-allemande Arte. À vingt-cinq ans d’intervalle, Shoah et Le Rapport Karski ont été perçus comme des documentaires, c’est-à-dire comme des films donnant un accès le plus direct possible aux paroles des témoins. Si, dans les deux cas, le réalisateur affirme son souhait de transmettre la «vérité», tant les propos qu’il a tenus au sujet de ses films que les choix visuels qu’il a effectués diffèrent. Il apparaît ainsi que la transmission de la vérité à laquelle aspire le réalisateur prend des formes distinctes selon le contexte de réalisation et questionne ainsi plus généralement la part de la médiation dans la réalisation d’un film dit documentaire.","2011-05-15","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-29 23:10:07","","","27","","","","","","","","","","","fr","Propriété intellectuelle","","","","etudesphotographiques.revues.org","","Number: 27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCXUZXNX","journalArticle","2014","Besson, Rémy","Révolution numérique, révolution culturelle ? de Rémy Rieffel","Sens Public","","2104-3272","","http://www.sens-public.org/article1115.html","Le dernier ouvrage de Rémy Rieffel, au titre accrocheur Révolution numérique, révolution culturelle ?1, relève un défi qui consiste à penser l'avènement de l'ère du numérique à l'aune d'un double (...)","2014-11-12","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-29 23:13:23","","","","","","","Révolution numérique, révolution culturelle ?","","","","","","","fr","http://creativecommons.org/licenses/by-nc-sa/4.0/","","","","www.sens-public.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6FQWPR2","journalArticle","2015","Besson, Rémy","Les MOOC tutorés, vers une articulation généralisée entre présentielle et en ligne ?","Sens Public","","2104-3272","","http://www.sens-public.org/article1153.html","Les MOOC (Massive Open Online Courses), aussi désignés par les acronymes CLOM (Cours en Ligne Ouverts et Massifs) et FLOT (Formation en Ligne Ouverte à Tous) sont, à l'heure actuelle, perçus tout à la (...)","2015-04-15","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-29 23:14:07","","","","","","","","","","","","","","fr","http://creativecommons.org/licenses/by-nc-sa/4.0/","","","","www.sens-public.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMFKH9FD","journalArticle","2015","Besson, Rémy","Précis de photographie à l'usage des sociologues de Sylvain Maresca et Michaël Meyer","Sens Public","","2104-3272","","http://www.sens-public.org/article1159.html","Aux États-Unis, depuis la fin des années 1990, la sociologie visuelle (Visual Sociology) constitue un champ de recherche à part entière1. Celui-ci possède ses institutions : revue universitaire, (...)","2015-07-24","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-29 23:14:27","","","","","","","","","","","","","","fr","http://creativecommons.org/licenses/by-nc-sa/4.0/","","","","www.sens-public.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSMGB6PW","magazineArticle","2016","Besson, Remy","""La Voleuse de livres"" de Brian Percival, une représentation consolante de l’Allemagne nazie","Nonfiction.fr","","","","http://www.nonfiction.fr/article-6956-cinema__la_voleuse_de_livres_de_brian_percival_une_representation_consolante_de_lallemagne_nazie.htm","","2016-03-30","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 13:45:07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4FE9AJC","bookSection","2015","Besson, Rémy","La plasticité du témoignage : le cas Inge Deutschkron","Les récits visuels de soi. Mises en récit artistiques et nouvelles scénographies de l’intime","978-2-84016-228-5","","","","","2015","2021-06-17 19:58:03","2021-06-17 19:58:03","","125-138","","","","","","","","","","","Presses universitaires de Paris Ouest","Paris","fr","","","","","","","","","","","","","Uhl, Magali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FFVPTLE9","magazineArticle","2016","Besson, Rémy","Imaginations historiennes","","","","","http://www.laviedesidees.fr/Imaginations-historiennes.html","À propos de : Marie Panter, Pascale Mounier, Monica Martinat et Matthieu Devigne (dir.), Imagination et Histoire : enjeux contemporains, PUR","2016-03-29","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-29 23:12:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNYX5J8R","journalArticle","2014","Besson, Rémy","S'amuser avec les images","Sens Public","","2104-3272","","http://www.sens-public.org/article1123.html","Début 2014, la revue du réseau d'action culturelle cinématographique Passeurs d'images intitulée Projections a consacré son trente-cinquième numéro au fait de s'amuser avec les images1. Il rend ainsi (...)","2014-12-04","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 13:43:24","","","","","","","","","","","","","","fr","http://creativecommons.org/licenses/by-nc-sa/4.0/","","","","www.sens-public.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QYI72Y3G","journalArticle","2013","Besson, Rémy","La mise en scène du passé","Sens Public","","2104-3272","","http://www.sens-public.org/article1013.html","Articulé autour d'une vingtaine d'études de cas et adoptant une approche résolument culturaliste, Le spectacle de l'histoire1 est un ouvrage collectif portant sur la manière dont le (...)","2013-01-28","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 13:43:51","","","","","","","","","","","","","","fr","http://creativecommons.org/licenses/by-nc-sa/4.0/","","","","www.sens-public.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2TBXNFL","journalArticle","2016","Besson, Remy","Continuité et surgissement - Usages Publics du Passé","","","","","http://usagespublicsdupasse.ehess.fr/continuite-et-surgissement/","","2016-03-29","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-29 23:10:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WBSUIM2T","magazineArticle","2016","Besson, Rémy","CINÉMA – « Claude Lanzmann : porte-parole de la Shoah » d’Adam Benzine, hagiographie paradoxale","Nonfiction.fr","","","","http://www.nonfiction.fr/article-8069-cinema___claude_lanzmann__porte_parole_de_la_shoah__dadam_benzine_hagiographie_paradoxale.htm","","2016-03-30","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 13:44:43","","","","","","","CINÉMA – « Claude Lanzmann","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEAAEQ6E","magazineArticle","2016","Besson, Remy","Eloge du journal filmé","Nonfiction.fr","","","","http://www.nonfiction.fr/article-6934-eloge_du_journal_filme.htm","<p>Un essai passionn&eacute; et passionnant autour de trois &eacute;tapes-cl&eacute;s du journal film&eacute; du cin&eacute;aste exp&eacute;rimental Jonas Mekas.</p>","2016-03-30","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 13:48:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPVDZQ9G","magazineArticle","2016","Besson, Remy","Une nouvelle vague dans le cinéma israélien ?","Nonfiction.fr","","","","http://www.nonfiction.fr/article-6932-une_nouvelle_vague_dans_le_cinema_israelien_.htm","<p>&nbsp;Etude des grandes tendances contemporaines du cin&eacute;ma isra&eacute;lien.</p>","2016-03-30","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 13:48:33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HLWGJKF","magazineArticle","2016","Besson, Remy","CINÉMA — « Tsili » d’Amos Gitaï : une forme au-delà du cinéma ?","Nonfiction.fr","","","","http://www.nonfiction.fr/article-7733-cinema___tsili__damos_gitai__une_forme_au_dela_du_cinema.htm","<p><i>Tsili</i>, le dernier film d&rsquo;Amos Gita&iuml; pose autant la question de la repr&eacute;sentation de la Shoah que de savoir comment adapter un ouvrage &agrave; l&rsquo;&eacute;cran.</p>","2016-03-30","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 13:49:43","","","","","","","CINÉMA — « Tsili » d’Amos Gitaï","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8F6TEH34","journalArticle","2011","Besson, Remy","Fimer les camps - Images, lettres et sons","Vingtième Siècle. Revue d'histoire","","0294-1759","","http://www.cairn.info/resume.php?ID_ARTICLE=VING_110_0161","","2011-04-19","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 14:08:41","161-164","","110","","","","","","","","","","","fr","","","","","Cairn.info","","Number: 110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFF3I742","journalArticle","2015","Besson, Rémy","Vincent Bouchard, Michel Marie (préface), Pour un cinéma léger et synchrone ! Invention d’un dispositif à l’Office national du film à Montréal","Études photographiques","","1270-9050","","http://etudesphotographiques.revues.org/3571","Entre 1956 et 1964, quelques jeunes cinéastes francophones récemment engagés à l’Office national du film (ONF) canadien ont participé à l’avènement d’une nouvelle manière de filmer l’espace social. Résolument contestataires dans le choix de leurs thèmes, qui vont de la prise en compte de la geste des oubliés à la transmission des traditions des Canadiens francophones (dans le contexte de la Révolution tranquille), c’est avant tout l’adéquation entre ces sujets et une manière de filmer bien pa...","2015-11-06","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 14:09:59","","","","","","","","","","","","","","fr","© Etudes photographiques","","","","etudesphotographiques.revues.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LN94QB9","magazineArticle","2016","Besson, Remy","CINÉMA – ""Le Dernier des injustes"", de Claude Lanzmann","Nonfiction.fr","","","","http://www.nonfiction.fr/article-6790-cinema__le_dernier_des_injustes_de_claude_lanzmann.htm","","2016-03-30","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 13:47:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEG4RZWM","magazineArticle","2016","Besson, Remy","Une certaine tendance du cinéma allemand contemporain","Nonfiction.fr","","","","http://www.nonfiction.fr/article-6887-une_certaine_tendance_du_cinema_allemand_contemporain.htm","<p>&nbsp;Un livre collectif qui interroge la tendance &agrave; la &quot;normalisation&quot; de la repr&eacute;sentation de la p&eacute;riode nazie (1933-1945) dans le cin&eacute;ma allemand contemporain.</p>","2016-03-30","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 13:48:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGE6U53G","magazineArticle","2016","Besson, Remy","L’attrait de l’archive","Nonfiction.fr","","","","http://www.nonfiction.fr/article-7196-lattrait_de_larchive.htm","<p><span>L&rsquo;originalit&eacute; de ce num&eacute;ro est d&rsquo;interroger les archives depuis le domaine de l&rsquo;esth&eacute;tique du cin&eacute;ma.</span></p>","2016-03-30","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 13:50:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMX2L2D9","journalArticle","2015","Besson, Rémy","Séverine Graff, Le cinéma-vérité. Films et controverses","Études photographiques","","1270-9050","","http://etudesphotographiques.revues.org/3574","L’hypothèse de départ de Le Cinéma-vérité : films et controverses, de Séverine Graff, est que si cette expression désigne aujourd’hui un moment d’innovation technologique – l’avènement d’un cinéma léger et synchrone (pour reprendre la formule de Vincent Bouchard) –, cette définition n’a rien de naturel ou d’objectif. Elle résulte, en fait, d’une construction d’ordre cinéphilique, social et politique (souvent rétrospective), dont il est possible de faire l’histoire. Sans concession, l’auteure ...","2015-11-06","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 14:09:42","","","","","","","","","","","","","","fr","© Etudes photographiques","","","","etudesphotographiques.revues.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GF2CM2T","journalArticle","2015","Besson, Remy","Mémoires audiovisuelles - Comptes rendus","Imaginations","","","","http://imaginations.csj.ualberta.ca/?p=6605","","2015-05-26","2021-06-17 19:58:03","2021-06-17 19:58:03","2016-03-30 14:11:21","109-110","","1","6","","","","","","","","","","fr","","","","","","","Number: 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
